时间,收盘价,最高价,最低价,开盘价
2013/10/22,2210.652,2227.341,2204.244,2227.341
2013/10/21,2229.237,2230.285,2190.394,2198.114
2013/10/18,2193.78,2203.291,2184.36,2188.714
2013/10/17,2188.542,2211.03,2183.246,2201.71
2013/10/16,2193.074,2228.113,2183.403,2228.113
2013/10/15,2233.412,2240.25,2221.139,2237.931
2013/10/14,2237.773,2242.984,2226.403,2232.218
2013/10/11,2228.146,2228.871,2200.53,2201.409
2013/10/10,2190.929,2214.592,2186.48,2214.405
2013/10/9,2211.769,2212.347,2185.181,2191.392
2013/10/8,2198.199,2200.018,2161.489,2171.904
2013/9/30,2174.665,2176.303,2165.162,2167.734
2013/9/27,2160.027,2165.777,2149.594,2150.961
2013/9/26,2155.809,2192.226,2154.721,2192.226
2013/9/25,2198.515,2217.974,2193.722,2206.225
2013/9/24,2207.531,2219.543,2187.236,2219.467
2013/9/23,2221.044,2223.068,2198.336,2199.361
2013/9/18,2191.851,2195.904,2172.043,2185.936
2013/9/17,2185.56,2230.929,2184.922,2230.388
2013/9/16,2231.401,2248.471,2226.171,2244.463
2013/9/13,2236.217,2259.424,2228.483,2251.462
2013/9/12,2255.605,2270.268,2226.288,2236.171
2013/9/11,2241.268,2258.075,2233.003,2244.962
2013/9/10,2237.984,2238.551,2202.817,2214.814
2013/9/9,2212.516,2218.529,2151.347,2151.347
2013/9/6,2139.993,2143.244,2119.021,2119.333
2013/9/5,2122.43,2127.855,2115.236,2125.255
2013/9/4,2127.618,2132.996,2115.753,2121.68
2013/9/3,2123.112,2123.847,2095.455,2100.449
2013/9/2,2098.448,2108.683,2078.455,2104.09
2013/8/30,2098.382,2114.393,2089.095,2097.217
2013/8/29,2097.227,2110.894,2088.236,2108.436
2013/8/28,2101.301,2113.817,2080.861,2092.311
2013/8/27,2103.567,2105.376,2090.425,2095.44
2013/8/26,2096.474,2097.344,2056.133,2061.417
2013/8/23,2057.458,2079.846,2029.365,2075.929
2013/8/22,2067.124,2083.333,2062.367,2069.313
2013/8/21,2072.961,2076.317,2056.913,2076.271
2013/8/20,2072.595,2098.98,2066.072,2081.966
2013/8/19,2085.602,2091.132,2052.703,2055.128
2013/8/16,2068.452,2198.848,2061.654,2075.983
2013/8/15,2081.88,2108.405,2079.969,2099.279
2013/8/14,2100.137,2122.965,2093.043,2109.225
2013/8/13,2106.156,2106.397,2093.796,2101.324
2013/8/12,2101.283,2102.347,2055.715,2058.416
2013/8/9,2052.235,2061.708,2030.127,2052.244
2013/8/8,2044.895,2058.561,2037.251,2044.436
2013/8/7,2046.778,2069.561,2043.75,2056.367
2013/8/6,2060.5,2066.74,2034.957,2043.653
2013/8/5,2050.481,2050.911,2025.226,2031.724
2013/8/2,2029.418,2047.084,2025.654,2039.514
2013/8/1,2029.067,2029.928,1997.058,2000.818
2013/7/31,1993.799,2015.472,1987.88,2000.794
2013/7/30,1990.064,2006.232,1965.361,1981.452
2013/7/29,1976.306,1997.838,1969.853,1997.838
2013/7/26,2010.85,2021.574,2000.797,2013.19
2013/7/25,2021.174,2045.365,2016.431,2037.336
2013/7/24,2033.329,2042.773,2010.424,2035.691
2013/7/23,2043.876,2051.526,2005.092,2008.955
2013/7/22,2004.762,2005.474,1970.639,1977.733
2013/7/19,1992.648,2035.22,1990.253,2025.317
2013/7/18,2023.396,2043.372,2016.899,2038.4
2013/7/17,2044.922,2075.813,2043.231,2061.186
2013/7/16,2065.72,2066.363,2038.535,2054.6
2013/7/15,2059.39,2076.665,2037.248,2046.119
2013/7/12,2039.486,2074.857,2036.05,2068.044
2013/7/11,2072.991,2092.868,2010.4,2011.02
2013/7/10,2008.126,2009.36,1960.277,1962.84
2013/7/9,1965.454,1969.149,1946.366,1953.602
2013/7/8,1958.273,1983.215,1953.121,1983.215
2013/7/5,2007.199,2021.541,2002.367,2006.191
2013/7/4,2006.098,2022.136,1974.103,1982.87
2013/7/3,1994.268,1996.537,1965.519,1996.506
2013/7/2,2006.56,2007.62,1978.428,1992.89
2013/7/1,1995.242,1995.916,1957.571,1965.987
2013/6/28,1979.206,1987.984,1925.651,1935.516
2013/6/27,1950.013,1980.54,1942.371,1955.126
2013/6/26,1951.495,1959.158,1922.824,1954.474
2013/6/25,1959.508,1963.566,1849.653,1948.315
2013/6/24,1963.235,2068.862,1958.401,2068.862
2013/6/21,2073.095,2085.86,2042.879,2058.978
2013/6/20,2084.021,2132.813,2082.825,2132.813
2013/6/19,2143.454,2150.816,2115.793,2150.816
2013/6/18,2159.291,2161.681,2138.347,2158.546
2013/6/17,2156.215,2169.356,2147.029,2165.994
2013/6/14,2162.041,2163.846,2142.78,2150.06
2013/6/13,2148.355,2190.101,2126.216,2190.101
2013/6/7,2210.898,2250.629,2205.066,2242.263
2013/6/6,2242.11,2266.692,2240.07,2264.425
2013/6/5,2270.931,2276.865,2260.871,2270.712
2013/6/4,2272.416,2297.1,2264.761,2297.1
2013/6/3,2299.252,2313.425,2294.113,2300.209
2013/5/31,2300.595,2325.534,2299.369,2320.739
2013/5/30,2317.749,2325.721,2310.492,2316.253
2013/5/29,2324.017,2334.335,2321.166,2323.539
2013/5/28,2321.318,2322.099,2281.468,2293.4
2013/5/27,2293.077,2301.702,2283.935,2286.661
2013/5/24,2288.533,2292.595,2270.25,2281.445
2013/5/23,2275.667,2304.953,2274.102,2293.809
2013/5/22,2302.403,2314.183,2292.431,2303.75
2013/5/21,2305.114,2305.301,2290.124,2297.11
2013/5/20,2299.986,2309.392,2281.899,2286.328
2013/5/17,2282.87,2288.091,2248.413,2249.811
2013/5/16,2251.806,2252.872,2210.77,2221.337
2013/5/15,2224.797,2225.186,2213.582,2217.086
2013/5/14,2217.01,2239.926,2205.873,2238.904
2013/5/13,2241.92,2250.854,2231.363,2247.678
2013/5/10,2246.831,2247.674,2225.812,2228.819
2013/5/9,2232.971,2247.864,2221.384,2246.963
2013/5/8,2246.3,2255.208,2235.417,2242.393
2013/5/7,2235.575,2240.256,2219.435,2227.861
2013/5/6,2231.166,2236.066,2212.495,2212.495
2013/5/3,2205.497,2222.811,2179.049,2179.049
2013/5/2,2174.123,2179.647,2161.14,2170.783
2013/4/26,2177.912,2210.581,2173.864,2203.889
2013/4/25,2199.307,2224.63,2191.848,2213.185
2013/4/24,2218.318,2226.117,2184.109,2187.349
2013/4/23,2184.538,2242.616,2182.806,2242.616
2013/4/22,2242.169,2245.119,2232.258,2236.402
2013/4/19,2244.643,2250.11,2200.584,2201.122
2013/4/18,2197.602,2206.027,2175.444,2181.822
2013/4/17,2193.796,2197.508,2178.468,2195.032
2013/4/16,2194.846,2196.432,2165.784,2169.63
2013/4/15,2181.942,2204.987,2177.388,2199.914
2013/4/12,2206.78,2226.262,2204.438,2218.095
2013/4/11,2219.553,2242.479,2217.265,2236.983
2013/4/10,2226.126,2233.04,2212.561,2224.934
2013/4/9,2225.775,2234.725,2215.467,2215.467
2013/4/8,2211.592,2212.586,2180.673,2196.238
2013/4/3,2225.295,2241.34,2217.252,2232.694
2013/4/2,2227.74,2253.421,2220.439,2234.901
2013/4/1,2234.395,2243.949,2227.314,2229.46
2013/3/29,2236.621,2246.868,2228.813,2238.485
2013/3/28,2236.302,2273.552,2232.906,2273.552
2013/3/27,2301.259,2323.477,2288.995,2299.377
2013/3/26,2297.669,2319.988,2281.118,2318.578
2013/3/25,2326.715,2344.894,2319.908,2334.735
2013/3/22,2328.278,2331.995,2314.967,2321.403
2013/3/21,2324.242,2330.813,2311.603,2318.205
2013/3/20,2317.374,2317.86,2257.421,2257.737
2013/3/19,2257.434,2261.314,2232.023,2244.265
2013/3/18,2240.016,2276.05,2239.214,2267.287
2013/3/15,2278.401,2312.078,2250.005,2269.315
2013/3/14,2270.277,2276.222,2253.31,2255.775
2013/3/13,2263.968,2286.329,2253.249,2282.17
2013/3/12,2286.605,2333.286,2264.829,2309.158
2013/3/11,2310.593,2320.961,2296.583,2314.683
2013/3/8,2318.611,2333.667,2314.587,2326.417
2013/3/7,2324.293,2352.021,2304.27,2340.436
2013/3/6,2347.179,2351.441,2321.6,2333.615
2013/3/5,2326.306,2328.143,2270.1,2274.808
2013/3/4,2273.404,2333.54,2259.247,2332.08
2013/3/1,2359.506,2369.649,2330.858,2364.544
2013/2/28,2365.593,2366.164,2308.916,2322.323
2013/2/27,2313.22,2324.627,2292.034,2297.767
2013/2/26,2293.341,2340.709,2289.887,2313.74
2013/2/25,2325.819,2338.78,2315.012,2320.618
2013/2/22,2314.164,2330.879,2308.76,2322.94
2013/2/21,2325.951,2378.822,2309.171,2378.822
2013/2/20,2397.178,2397.941,2370.608,2383.493
2013/2/19,2382.914,2427.075,2373.535,2420.265
2013/2/18,2421.558,2444.804,2415.429,2441.906
2013/2/8,2432.402,2443.032,2414.398,2416.619
2013/2/7,2418.53,2433.893,2394.218,2430.688
2013/2/6,2434.477,2441.726,2427.699,2432.677
2013/2/5,2433.13,2437.415,2403.302,2411.001
2013/2/4,2428.154,2440.376,2417.585,2425.921
2013/2/1,2419.02,2421.154,2369.57,2377.414
2013/1/31,2385.422,2391.821,2371.226,2383.426
2013/1/30,2382.475,2383.763,2347.89,2360.748
2013/1/29,2358.977,2363.797,2337.353,2347.215
2013/1/28,2346.505,2346.921,2295.352,2295.352
2013/1/25,2291.304,2308.38,2288.262,2300.001
2013/1/24,2302.598,2362.943,2287.296,2320.258
2013/1/23,2320.911,2325.118,2296.491,2308.521
2013/1/22,2315.139,2335.806,2301.301,2326.49
2013/1/21,2328.221,2329.581,2305.099,2321.49
2013/1/18,2317.07,2324.509,2285.972,2295.809
2013/1/17,2284.909,2305.602,2275.877,2305.14
2013/1/16,2309.499,2326.764,2279.507,2322.158
2013/1/15,2325.682,2332.783,2309.323,2312.468
2013/1/14,2311.74,2317.617,2235.107,2236.288
2013/1/11,2242.997,2290.205,2234.947,2285.185
2013/1/10,2283.658,2295.484,2268.648,2274.377
2013/1/9,2275.34,2283.896,2259.051,2271.299
2013/1/8,2276.07,2289.139,2262.979,2284.654
2013/1/7,2285.364,2293.317,2266.862,2271.663
2013/1/4,2276.992,2296.113,2256.56,2289.51
2012/12/31,2269.128,2269.512,2236.461,2236.461
2012/12/28,2233.252,2234.869,2204.003,2207.913
2012/12/27,2205.897,2234.724,2204.79,2223.655
2012/12/26,2219.132,2220.475,2206.787,2211.594
2012/12/25,2213.611,2220.263,2146.862,2154.32
2012/12/24,2159.053,2170.394,2149.825,2150.654
2012/12/21,2153.31,2190.398,2148.17,2169.57
2012/12/20,2168.353,2174.819,2142.951,2156.193
2012/12/19,2162.239,2175.395,2154.287,2158.67
2012/12/18,2162.464,2183.714,2144.733,2155.858
2012/12/17,2160.342,2169.57,2151.936,2152.097
2012/12/14,2150.625,2152.496,2062.543,2062.689
2012/12/13,2061.476,2081.363,2059.472,2077.416
2012/12/12,2082.726,2085.934,2066.391,2073.271
2012/12/11,2074.704,2088.635,2070.192,2077.557
2012/12/10,2083.77,2087.007,2064.615,2067.324
2012/12/7,2061.786,2065.745,2023.961,2028.766
2012/12/6,2029.237,2036.609,2018.379,2029.562
2012/12/5,2031.907,2040.604,1970.202,1973.107
2012/12/4,1975.143,1980.119,1949.457,1956.616
2012/12/3,1959.767,1988.191,1957.884,1977.254
2012/11/30,1980.117,1983.419,1959.334,1961.815
2012/11/29,1963.488,1980.556,1961.822,1972.925
2012/11/28,1973.523,1984.863,1968.213,1984.48
2012/11/27,1991.165,2014.211,1990.336,2012.075
2012/11/26,2017.464,2027.274,2014.029,2023.339
2012/11/23,2027.384,2034.884,2017.004,2020.015
2012/11/22,2015.611,2023.085,2009.72,2021.209
2012/11/21,2030.319,2031.149,1995.174,2008.211
2012/11/20,2008.923,2023.611,2004.17,2020.433
2012/11/19,2016.982,2018.38,1995.721,2013.246
2012/11/16,2014.725,2028.686,2001.716,2026.563
2012/11/15,2030.29,2053.56,2029.874,2045.456
2012/11/14,2055.419,2056.488,2040.172,2047.257
2012/11/13,2047.889,2078.133,2044.036,2078.133
2012/11/12,2079.274,2079.571,2061.84,2069.214
2012/11/9,2069.067,2077.228,2062.417,2066.495
2012/11/8,2071.509,2092.565,2070.65,2091.254
2012/11/7,2105.73,2112.631,2093.289,2102.419
2012/11/6,2105.999,2114.791,2078.472,2113.658
2012/11/5,2114.027,2123.327,2104.584,2113.328
2012/11/2,2117.046,2119.224,2096.531,2105.449
2012/11/1,2104.428,2109.496,2069.947,2070.02
2012/10/31,2068.88,2070.479,2053.583,2061.124
2012/10/30,2062.347,2075.905,2054.264,2059.202
2012/10/29,2058.943,2068.237,2053.092,2061.847
2012/10/26,2066.209,2102.162,2058.063,2100.1
2012/10/25,2101.58,2128.74,2100.609,2114.764
2012/10/24,2115.99,2123.998,2104.67,2106.83
2012/10/23,2114.447,2136.218,2111.923,2132.108
2012/10/22,2132.758,2138.027,2112.752,2118.521
2012/10/19,2128.302,2136.869,2125.736,2129.82
2012/10/18,2131.688,2137.686,2107.492,2108.498
2012/10/17,2105.618,2113.162,2088.044,2104.28
2012/10/16,2098.808,2111.78,2089.695,2097.05
2012/10/15,2098.703,2107.199,2085.115,2105.024
2012/10/12,2104.932,2127.307,2092.511,2109.07
2012/10/11,2102.868,2117.839,2101.14,2114.232
2012/10/10,2119.942,2121.992,2102.535,2111.587
2012/10/9,2115.23,2119.336,2081.589,2081.589
2012/10/8,2074.419,2096.259,2063.089,2084.849
2012/9/28,2086.169,2089.633,2040.35,2042.886
2012/9/27,2056.323,2068.071,2002.324,2003.099
2012/9/26,2004.172,2033.036,1999.484,2027.855
2012/9/25,2029.293,2039.096,2021.809,2028.633
2012/9/24,2033.192,2040.85,2005.263,2015.767
2012/9/21,2026.69,2041.948,2018.263,2020.554
2012/9/20,2024.837,2060.306,2023.085,2060.306
2012/9/19,2067.831,2069.95,2055.198,2061.061
2012/9/18,2059.543,2074.762,2053.662,2069.343
2012/9/17,2078.5,2121.583,2077.484,2120.617
2012/9/14,2123.847,2136.226,2111.12,2127.389
2012/9/13,2110.379,2130.079,2109.996,2123.84
2012/9/12,2126.554,2137.89,2109.137,2129.687
2012/9/11,2120.554,2127.519,2107.219,2127.519
2012/9/10,2134.893,2140.168,2120.486,2128.065
2012/9/7,2127.762,2145.003,2062.99,2062.99
2012/9/6,2051.918,2052.95,2036.366,2040.668
2012/9/5,2037.681,2048.319,2029.054,2038.873
2012/9/4,2043.649,2063.817,2039.266,2060.613
2012/9/3,2059.147,2066.78,2041.161,2044.825
2012/8/31,2047.522,2059.302,2044.65,2046.289
2012/8/30,2052.585,2060.185,2032.537,2044.033
2012/8/29,2053.235,2073.949,2051.775,2066.82
2012/8/28,2073.154,2083.956,2052.492,2054.967
2012/8/27,2055.708,2085.373,2055.377,2085.373
2012/8/24,2092.104,2109.822,2089.217,2108.36
2012/8/23,2113.072,2118.736,2097.083,2106.96
2012/8/22,2107.711,2121.149,2097.605,2118.881
2012/8/21,2118.268,2124.195,2103.071,2106.381
2012/8/20,2106.957,2110.78,2089.018,2102.231
2012/8/17,2114.891,2120.714,2100.787,2111.653
2012/8/16,2112.197,2122.683,2109.658,2116.08
2012/8/15,2118.945,2139.142,2118.503,2138.278
2012/8/14,2142.525,2144.006,2119.253,2137.047
2012/8/13,2136.078,2164.043,2134.554,2164.043
2012/8/10,2168.814,2176.795,2165.284,2172.964
2012/8/9,2174.102,2175.545,2148.694,2159.434
2012/8/8,2160.99,2168.734,2153.02,2158.982
2012/8/7,2157.62,2159.683,2148.897,2153.093
2012/8/6,2154.916,2158.681,2127.263,2129.148
2012/8/3,2132.796,2133.266,2108.33,2113.964
2012/8/2,2111.182,2126.46,2103.495,2120.146
2012/8/1,2123.36,2130.712,2101.708,2101.723
2012/7/31,2103.634,2116.904,2100.252,2109.325
2012/7/30,2109.914,2137.736,2107.634,2128.159
2012/7/27,2128.765,2139.154,2120.63,2132.009
2012/7/26,2126.004,2147.664,2124.155,2134.987
2012/7/25,2136.151,2151.45,2132.833,2141.036
2012/7/24,2146.589,2158.948,2131.013,2132.317
2012/7/23,2141.402,2154.171,2135.563,2154.171
2012/7/20,2168.638,2185.733,2162.064,2180.012
2012/7/19,2184.841,2197.79,2159.943,2164.274
2012/7/18,2169.099,2170.296,2138.792,2159.857
2012/7/17,2161.186,2165.335,2141.481,2142.43
2012/7/16,2147.955,2188.063,2146.154,2187.887
2012/7/13,2185.895,2198.661,2177.924,2180.172
2012/7/12,2185.491,2197.044,2152.675,2172.064
2012/7/11,2175.383,2176.491,2156.596,2160.02
2012/7/10,2164.437,2178.195,2156.726,2166.947
2012/7/9,2170.814,2216.697,2168.608,2210.714
2012/7/6,2223.579,2227.473,2185.522,2203.73
2012/7/5,2201.353,2218.216,2192.648,2218.216
2012/7/4,2227.315,2239.27,2219.448,2233.335
2012/7/3,2229.193,2244.832,2219.05,2225.568
2012/7/2,2226.11,2234.873,2215.358,2234.32
2012/6/29,2225.431,2226.485,2188.716,2190.576
2012/6/28,2195.843,2224.155,2195.356,2220.236
2012/6/27,2216.934,2233.543,2213.323,2219.944
2012/6/26,2222.067,2229.24,2203.944,2214.649
2012/6/25,2224.114,2253.514,2223.054,2253.514
2012/6/21,2260.877,2288.454,2253.789,2288.454
2012/6/20,2292.877,2304.458,2291.541,2300.406
2012/6/19,2300.795,2313.455,2298.394,2313.455
2012/6/18,2316.052,2325.052,2309.709,2313.53
2012/6/15,2306.85,2314.242,2283.4,2299.781
2012/6/14,2295.946,2314.585,2293.065,2306.781
2012/6/13,2318.924,2319.714,2284.65,2289.707
2012/6/12,2289.791,2298.95,2280.951,2295.07
2012/6/11,2305.856,2311.772,2278.163,2282.891
2012/6/8,2281.447,2306.882,2276.714,2306.219
2012/6/7,2293.13,2328.672,2288.665,2324.672
2012/6/6,2309.555,2323.113,2301.035,2315.561
2012/6/5,2311.916,2323.298,2304.046,2313.741
2012/6/4,2308.55,2348.199,2308.229,2346.984
2012/6/1,2373.436,2388.087,2365.442,2373.224
2012/5/31,2372.234,2382.989,2362.314,2370.007
2012/5/30,2384.668,2391.691,2378.133,2385.392
2012/5/29,2389.636,2393.279,2358.374,2361.003
2012/5/28,2361.367,2361.744,2309.072,2325.317
2012/5/25,2333.553,2355.808,2327.408,2350.541
2012/5/24,2350.973,2373.057,2344.58,2359.682
2012/5/23,2363.437,2378.077,2350.548,2369.265
2012/5/22,2373.307,2374.056,2354.868,2355.732
2012/5/21,2348.3,2360.386,2330.325,2343.576
2012/5/18,2344.52,2369.598,2338.241,2364.899
2012/5/17,2378.886,2383.306,2342.352,2347.177
2012/5/16,2346.192,2372.032,2344.5,2369.295
2012/5/15,2374.843,2376.594,2354.614,2367.083
2012/5/14,2380.725,2411.272,2377.983,2408.262
2012/5/11,2394.983,2415.977,2393.378,2406.074
2012/5/10,2410.23,2419.121,2402.204,2409.945
2012/5/9,2408.587,2432.472,2407.509,2432.472
2012/5/8,2448.884,2451.598,2431.025,2451.575
2012/5/7,2451.947,2451.947,2432.736,2441.757
2012/5/4,2452.014,2453.731,2427.969,2437.465
2012/5/3,2440.08,2441.953,2427.728,2433.589
2012/5/2,2438.436,2446.35,2407.788,2421.082
2012/4/27,2396.316,2408.42,2393.867,2402.431
2012/4/26,2404.697,2414.754,2393.265,2408.558
2012/4/25,2406.813,2411.421,2376.626,2382.211
2012/4/24,2388.834,2415.749,2350.399,2380.236
2012/4/23,2388.588,2411.51,2383.068,2403.521
2012/4/20,2406.863,2407.294,2372.13,2374.662
2012/4/19,2378.634,2386.978,2369.459,2378.632
2012/4/18,2380.848,2383.64,2337.857,2341.135
2012/4/17,2334.985,2363.013,2333.341,2355.369
2012/4/16,2357.026,2364.111,2342.199,2346.307
2012/4/13,2359.161,2369.701,2346.944,2351.513
2012/4/12,2350.864,2351.055,2307.841,2310.484
2012/4/11,2308.925,2319.053,2280.035,2286.716
2012/4/10,2305.863,2306.387,2258.853,2281.024
2012/4/9,2285.777,2304.65,2284.442,2300.051
2012/4/6,2306.553,2309.64,2291.559,2299.055
2012/4/5,2302.241,2303.824,2251.393,2258.031
2012/3/30,2262.788,2266.208,2246.245,2256.042
2012/3/29,2252.16,2280.958,2242.345,2276.74
2012/3/28,2284.881,2341.42,2281.433,2341.003
2012/3/27,2347.179,2363.766,2344.304,2358.545
2012/3/26,2350.599,2357.996,2339.141,2349.086
2012/3/23,2349.539,2371.263,2342.12,2369.077
2012/3/22,2375.772,2386.099,2364.13,2376.991
2012/3/21,2378.195,2396.722,2361.222,2384.709
2012/3/20,2376.839,2407.542,2376.031,2407.542
2012/3/19,2410.184,2412.336,2383.674,2401.217
2012/3/16,2404.736,2406.148,2368.311,2377.757
2012/3/15,2373.774,2403.742,2366.024,2388.063
2012/3/14,2391.23,2476.216,2382.836,2464.915
2012/3/13,2455.795,2457.22,2428.609,2432.843
2012/3/12,2434.859,2440.857,2420.84,2438.546
2012/3/9,2439.462,2440.511,2414.966,2425.885
2012/3/8,2420.276,2426.698,2401.102,2401.102
2012/3/7,2394.794,2413.695,2388.519,2391.203
2012/3/6,2410.445,2442.001,2406.056,2439.779
2012/3/5,2445.002,2469.841,2442.115,2464.849
2012/3/2,2460.693,2461.121,2430.098,2430.098
2012/3/1,2426.115,2437.874,2418.334,2418.788
2012/2/29,2428.487,2453.067,2426.329,2446.228
2012/2/28,2451.857,2458.651,2431.828,2440.914
2012/2/27,2447.057,2478.375,2444.629,2447.406
2012/2/24,2439.628,2439.977,2405.274,2410.881
2012/2/23,2409.554,2416.805,2396.71,2401.738
2012/2/22,2403.587,2404.442,2374.03,2380.504
2012/2/21,2381.43,2382.146,2345.053,2365.487
2012/2/20,2363.597,2388.009,2362.012,2383.686
2012/2/17,2357.181,2372.512,2344.76,2366.63
2012/2/16,2356.86,2373.804,2342.073,2363.897
2012/2/15,2366.702,2374.282,2335.101,2340.455
2012/2/14,2344.771,2352.469,2332.247,2348.877
2012/2/13,2351.855,2365.339,2325.028,2332.055
2012/2/10,2351.981,2368.979,2339.885,2342.011
2012/2/9,2349.589,2363.613,2333.935,2344.224
2012/2/8,2347.53,2350.965,2286.819,2291.812
2012/2/7,2291.902,2319.708,2278.825,2319.421
2012/2/6,2331.136,2341.575,2317.422,2334.248
2012/2/3,2330.405,2336.267,2300.982,2306.656
2012/2/2,2312.556,2312.556,2268.687,2273.85
2012/2/1,2268.08,2305.863,2263.342,2288.066
2012/1/31,2292.61,2296.384,2277.056,2285.954
2012/1/30,2285.038,2324.493,2284.291,2324.493
2012/1/20,2319.118,2322.891,2293.893,2300.5
2012/1/19,2296.075,2305.707,2259.337,2266.076
2012/1/18,2266.384,2311.579,2257.898,2298.834
2012/1/17,2298.376,2298.376,2196.117,2206.531
2012/1/16,2206.193,2241.259,2206.045,2230.433
2012/1/13,2244.58,2281.532,2225.736,2277.08
2012/1/12,2275.01,2295.224,2265.256,2268.739
2012/1/11,2276.046,2290.644,2265.185,2282.913
2012/1/10,2285.744,2288.628,2218.275,2221.832
2012/1/9,2225.89,2226.218,2148.453,2164.741
2012/1/6,2163.395,2164.322,2132.626,2148.147
2012/1/5,2148.452,2183.404,2145.556,2160.898
2012/1/4,2169.39,2217.52,2168.644,2211.995
2011/12/30,2199.417,2200.988,2177.517,2177.517
2011/12/29,2173.561,2181.955,2157.115,2161.184
2011/12/28,2170.013,2170.672,2134.017,2157.65
2011/12/27,2166.205,2196.973,2162.723,2186.709
2011/12/26,2190.11,2213.453,2186.07,2193.659
2011/12/23,2204.784,2219.786,2178.141,2183.911
2011/12/22,2186.297,2201.587,2149.423,2178.572
2011/12/21,2191.148,2237.466,2188.71,2230.18
2011/12/20,2215.93,2239.859,2206.519,2209.699
2011/12/19,2218.235,2221.448,2164.887,2208.071
2011/12/16,2224.84,2225.538,2170.748,2179.509
2011/12/15,2180.895,2216.909,2179.467,2215.792
2011/12/14,2228.525,2256.744,2224.725,2241.387
2011/12/13,2248.59,2285.814,2245.868,2283.223
2011/12/12,2291.545,2315.811,2290.264,2312.151
2011/12/9,2315.27,2331.259,2309.457,2315.513
2011/12/8,2329.82,2346.654,2302.642,2329.911
2011/12/7,2332.73,2339.847,2317.814,2325.562
2011/12/6,2325.905,2331.892,2310.155,2326.66
2011/12/5,2333.229,2363.127,2327.61,2363.111
2011/12/2,2360.664,2378.299,2344.846,2374.899
2011/12/1,2386.86,2423.559,2376.916,2392.485
2011/11/30,2333.414,2407.326,2319.44,2406.329
2011/11/29,2412.393,2413.326,2388.202,2398.994
2011/11/28,2383.034,2396.827,2372.156,2383.893
2011/11/25,2380.224,2403.942,2372.622,2393.327
2011/11/24,2397.554,2409.719,2370.695,2379.146
2011/11/23,2395.065,2418.56,2390.654,2415.197
2011/11/22,2412.625,2414.85,2387.826,2400.984
2011/11/21,2415.13,2419.244,2396.087,2416.732
2011/11/18,2416.562,2448.51,2411.042,2448.387
2011/11/17,2463.046,2482.528,2459.165,2467.704
2011/11/16,2466.959,2529.458,2456.856,2529.073
2011/11/15,2529.761,2534.059,2518.703,2525.948
2011/11/14,2528.714,2529.632,2496.335,2498.672
2011/11/11,2481.084,2496.527,2472.761,2483.957
2011/11/10,2479.536,2507.452,2478.139,2498.594
2011/11/9,2524.919,2527.703,2489.025,2512.587
2011/11/8,2503.836,2524.82,2500.02,2514.259
2011/11/7,2509.799,2536.18,2507.615,2518.898
2011/11/4,2528.294,2536.779,2512.904,2525.244
2011/11/3,2508.09,2535.24,2507.297,2510.842
2011/11/2,2504.108,2505.121,2433.715,2437.87
2011/11/1,2470.019,2491.355,2445.527,2450.331
2011/10/31,2468.25,2478.307,2455.205,2470.254
2011/10/28,2473.41,2483.759,2456.177,2462.085
2011/10/27,2435.614,2449.701,2426.315,2432.473
2011/10/26,2427.48,2448.981,2394.733,2398.187
2011/10/25,2409.672,2414.049,2357.387,2366.398
2011/10/24,2370.333,2371.092,2307.146,2322.02
2011/10/21,2317.275,2340.315,2313.782,2330.512
2011/10/20,2331.366,2368.64,2315.9,2365.909
2011/10/19,2377.512,2401.688,2374.417,2387.831
2011/10/18,2383.485,2425.646,2378.667,2423.282
2011/10/17,2440.402,2452.99,2424.726,2434.486
2011/10/14,2431.375,2437.594,2409.288,2429.885
2011/10/13,2438.79,2439.64,2406.282,2412.832
2011/10/12,2420,2421.693,2318.628,2335.488
2011/10/11,2348.516,2412.376,2323.412,2401.738
2011/10/10,2344.787,2368.149,2338.685,2363.078
2011/9/30,2359.22,2377.541,2348.217,2368.398
2011/9/29,2365.343,2387.538,2358.572,2378.423
2011/9/28,2392.062,2430.27,2383.396,2427.289
2011/9/27,2415.054,2423.913,2395.164,2410.991
2011/9/26,2393.183,2441.729,2384.64,2416.226
2011/9/23,2433.159,2440.751,2400.141,2411.833
2011/9/22,2443.057,2499.976,2442.462,2491.212
2011/9/21,2512.963,2517.673,2438.852,2450.116
2011/9/20,2447.755,2460.034,2426.703,2433.721
2011/9/19,2437.795,2469.6,2437.165,2469.6
2011/9/16,2482.343,2499.481,2475.758,2490.177
2011/9/15,2479.055,2496.572,2477.651,2482.859
2011/9/14,2484.827,2485.934,2439.372,2478.586
2011/9/13,2471.305,2477.083,2453.796,2467.73
2011/9/9,2497.753,2528.422,2487.145,2506.969
2011/9/8,2498.943,2524.377,2498.113,2523.962
2011/9/7,2516.09,2516.754,2475.218,2480.941
2011/9/6,2470.524,2482.242,2459.543,2465.565
2011/9/5,2478.739,2510.1,2478.195,2510.1
2011/9/2,2528.28,2557.31,2517.618,2551.556
2011/9/1,2556.042,2584.804,2547.855,2569.799
2011/8/31,2567.34,2574.415,2545.096,2566.529
2011/8/30,2566.595,2615.135,2563.689,2592.597
2011/8/29,2576.413,2595.466,2570.844,2595.466
2011/8/26,2612.188,2616.636,2593.238,2602.208
2011/8/25,2615.261,2616.304,2545.054,2546.402
